timestamp,open,high,low,close,volume
2024-05-21 00:00:00+07:00,68190.06,70421.24,68030.77,69590.77,23769.05
2024-05-21 07:00:00+07:00,71446.62,71979.0,70706.0,71209.86,16237.55228
2024-05-21 13:00:00+07:00,71209.87,71474.92,70839.63,71130.0,10745.76265
2024-05-21 19:00:00+07:00,71130.0,71455.09,69550.0,69857.05,16269.16164
2024-05-22 01:00:00+07:00,69857.05,70377.77,69162.94,70148.34,6354.95703
2024-05-22 07:00:00+07:00,70148.34,70368.6,69165.0,69898.12,5814.32503
2024-05-22 13:00:00+07:00,69898.12,70275.14,69587.62,69736.13,4798.55912
2024-05-22 19:00:00+07:00,69736.14,70666.0,69435.3,69863.52,8831.24009
2024-05-23 01:00:00+07:00,69863.52,69976.0,68842.19,69166.62,8229.05602
2024-05-23 07:00:00+07:00,69166.62,69626.87,69166.61,69478.89,3723.31972
2024-05-23 13:00:00+07:00,69478.89,70061.0,69382.73,69982.72,5158.13949
2024-05-23 19:00:00+07:00,69982.72,70096.12,67610.95,67639.25,14901.06423
2024-05-24 01:00:00+07:00,67639.25,68365.81,66312.16,67969.65,16730.6503
2024-05-24 07:00:00+07:00,67969.66,68017.56,67080.99,67299.99,5908.63173
2024-05-24 13:00:00+07:00,67299.99,67603.6,66600.12,67349.99,7012.58915
2024-05-24 19:00:00+07:00,67350.0,68931.31,66921.97,68919.02,10731.12077
2024-05-25 01:00:00+07:00,68919.02,69250.0,68524.94,68549.99,4443.49499
2024-05-25 07:00:00+07:00,68549.99,68910.0,68500.0,68718.21,2361.0263
2024-05-25 13:00:00+07:00,68718.21,69610.0,68615.56,69104.67,3773.51449
2024-05-25 19:00:00+07:00,69104.68,69299.99,68847.65,69065.14,4187.93965
2024-05-26 01:00:00+07:00,69065.15,69356.6,69050.01,69290.57,1807.91374
2024-05-26 07:00:00+07:00,69290.56,69319.31,68808.37,69139.6,2094.19284
2024-05-26 13:00:00+07:00,69139.59,69562.23,68974.55,69134.91,3326.26939
2024-05-26 19:00:00+07:00,69134.91,69399.0,68668.6,68778.14,3943.18364
2024-05-27 01:00:00+07:00,68778.14,68916.22,68128.01,68507.67,2508.4721
2024-05-27 07:00:00+07:00,68507.67,69298.0,68321.95,68524.61,4390.98934
2024-05-27 13:00:00+07:00,68524.6,68944.2,68250.0,68434.26,4214.04966
2024-05-27 19:00:00+07:00,68434.26,70687.56,68384.0,70184.01,9880.32221
2024-05-28 01:00:00+07:00,70184.0,70250.0,69069.0,69436.43,4651.56616
2024-05-28 07:00:00+07:00,69436.43,69591.81,67486.65,68049.67,9515.63336
2024-05-28 13:00:00+07:00,68049.67,68902.71,67582.13,68389.87,7997.03508
2024-05-28 19:00:00+07:00,68389.87,68559.99,67529.62,67782.67,9825.92379
2024-05-29 01:00:00+07:00,67782.68,68661.28,67277.91,68398.39,5284.37819
2024-05-29 07:00:00+07:00,68398.4,68935.68,68266.04,68584.73,4270.97456
2024-05-29 13:00:00+07:00,68584.72,68667.72,67602.34,67763.59,6041.92288
2024-05-29 19:00:00+07:00,67763.59,68280.0,67124.65,67611.12,9492.78911
2024-05-30 01:00:00+07:00,67611.12,67826.09,67151.35,67652.42,3354.14494
2024-05-30 07:00:00+07:00,67652.41,68422.89,67471.67,68134.14,4012.59611
2024-05-30 13:00:00+07:00,68134.13,68180.46,67128.0,67817.01,7690.89214
2024-05-30 19:00:00+07:00,67817.01,69500.0,67755.0,69315.1,11090.50542
2024-05-31 01:00:00+07:00,69315.1,69420.0,68050.01,68352.17,5684.22473
2024-05-31 07:00:00+07:00,68352.17,68729.73,68274.0,68442.72,3383.91518
2024-05-31 13:00:00+07:00,68442.72,68461.0,67876.0,68349.73,4799.00164
2024-05-31 19:00:00+07:00,68349.73,69044.1,66670.0,67342.77,13607.11645
2024-06-01 01:00:00+07:00,67342.77,67999.0,67170.0,67540.01,4900.28857
2024-06-01 07:00:00+07:00,67540.01,67740.0,67428.44,67704.54,1652.33651
2024-06-01 13:00:00+07:00,67686.35,67760.0,67575.23,67660.57,1911.19929
2024-06-01 19:00:00+07:00,67660.57,67900.0,67556.72,67791.02,3010.02985
2024-06-02 01:00:00+07:00,67791.02,67885.0,67685.72,67766.85,1506.39287
2024-06-02 07:00:00+07:00,67766.84,67910.55,67643.33,67728.4,1674.70691
2024-06-02 13:00:00+07:00,67728.41,68320.08,67367.2,68251.52,3628.07923
2024-06-02 19:00:00+07:00,68251.53,68460.0,67800.0,67879.28,5837.39964
2024-06-03 01:00:00+07:00,67879.27,67984.01,67257.47,67765.63,4286.13951
2024-06-03 07:00:00+07:00,67765.62,68793.97,67612.48,68700.0,5421.5991
2024-06-03 13:00:00+07:00,68699.99,69333.0,68632.01,69080.0,7739.57468
2024-06-03 19:00:00+07:00,69080.0,70288.0,68500.0,69268.97,12625.6716
2024-06-04 01:00:00+07:00,69268.98,69509.38,68730.51,68809.9,3846.52862
2024-06-04 07:00:00+07:00,68809.89,69370.01,68629.9,68956.01,3031.74201
2024-06-04 13:00:00+07:00,68956.01,69191.99,68567.32,68955.85,4858.28595
2024-06-04 19:00:00+07:00,68955.84,70999.0,68843.73,70564.0,15055.93181
2024-06-05 01:00:00+07:00,70564.01,71063.45,70092.5,70537.84,6673.82512
2024-06-05 07:00:00+07:00,70537.83,71275.0,70423.51,70999.99,6910.28464
2024-06-05 13:00:00+07:00,70999.99,71379.21,70694.61,70971.71,5984.96684
2024-06-05 19:00:00+07:00,70971.7,71758.0,70383.66,71628.98,10612.83559
2024-06-06 01:00:00+07:00,71628.98,71748.22,70700.0,71108.0,5195.09375
2024-06-06 07:00:00+07:00,71108.0,71237.02,70800.0,70895.45,3098.82463
2024-06-06 13:00:00+07:00,70895.45,71204.59,70804.0,71170.01,3492.29327
2024-06-06 19:00:00+07:00,71170.01,71700.0,70800.0,71098.31,9924.25406
2024-06-07 01:00:00+07:00,71098.3,71158.87,70117.64,70799.06,5326.63253
2024-06-07 07:00:00+07:00,70799.06,71449.98,70663.59,71290.6,4552.51795
2024-06-07 13:00:00+07:00,71290.6,71700.0,71048.12,71699.99,4619.63596
2024-06-07 19:00:00+07:00,71700.0,71997.02,69800.37,69803.59,13568.20495
2024-06-08 01:00:00+07:00,69803.59,69887.99,68420.0,69355.6,12858.09159
2024-06-08 07:00:00+07:00,69355.6,69525.0,69232.15,69319.99,2571.11305
2024-06-08 13:00:00+07:00,69320.0,69582.2,69296.26,69365.93,2567.85472
2024-06-08 19:00:00+07:00,69365.94,69491.36,69168.02,69439.99,3177.95131
2024-06-09 01:00:00+07:00,69440.0,69490.0,69290.28,69310.46,1456.91059
2024-06-09 07:00:00+07:00,69310.46,69360.4,69130.24,69293.47,1601.36805
2024-06-09 13:00:00+07:00,69293.48,69425.7,69273.47,69367.69,1483.88206
2024-06-09 19:00:00+07:00,69367.68,69777.0,69250.01,69660.51,4446.25276
2024-06-10 01:00:00+07:00,69660.52,69857.14,69590.33,69648.14,2359.06422
2024-06-10 07:00:00+07:00,69648.15,69801.34,69426.0,69580.48,2611.49627
2024-06-10 13:00:00+07:00,69580.47,69618.76,69172.29,69473.89,3703.75661
2024-06-10 19:00:00+07:00,69473.89,70195.94,69201.59,70043.0,5953.65912
2024-06-11 01:00:00+07:00,70043.01,70141.1,69334.46,69540.0,4853.75741
2024-06-11 07:00:00+07:00,69540.0,69590.01,67617.0,67903.57,12727.98118
2024-06-11 13:00:00+07:00,67903.58,67974.49,66732.0,66890.01,10420.98501
2024-06-11 19:00:00+07:00,66890.0,67278.88,66051.0,66770.99,12874.00953
2024-06-12 01:00:00+07:00,66771.0,67588.22,66652.39,67314.24,5413.04016
2024-06-12 07:00:00+07:00,67314.23,67624.89,66905.0,67243.21,4473.25419
2024-06-12 13:00:00+07:00,67243.21,68059.01,67229.78,67778.43,4520.23764
2024-06-12 19:00:00+07:00,67778.43,69999.0,67736.0,69799.99,14919.44867
2024-06-13 01:00:00+07:00,69800.0,69808.47,67250.0,68263.99,13262.38306
2024-06-13 07:00:00+07:00,68263.98,68393.63,66969.98,67604.04,6860.40028
2024-06-13 13:00:00+07:00,67604.04,67971.2,67168.0,67739.99,5034.22779
2024-06-13 19:00:00+07:00,67740.0,68449.3,66251.78,66920.0,13632.54437
2024-06-14 01:00:00+07:00,66919.99,66980.0,66530.84,66773.01,3552.38327
2024-06-14 07:00:00+07:00,66773.01,67221.32,66480.0,67052.49,3958.79371
2024-06-14 13:00:00+07:00,67052.5,67256.32,66836.54,66920.01,4089.07384
2024-06-14 19:00:00+07:00,67035.99,67370.24,65078.31,65416.01,12868.55372
2024-06-15 01:00:00+07:00,65416.01,66627.52,65078.0,66043.99,6507.71841
2024-06-15 07:00:00+07:00,66043.99,66389.1,65967.5,66231.82,2977.30246
2024-06-15 13:00:00+07:00,66231.81,66416.66,66065.8,66329.33,3141.1661
2024-06-15 19:00:00+07:00,66319.94,66478.48,66133.92,66250.01,2937.8019
2024-06-16 01:00:00+07:00,66250.0,66287.76,65857.1,66228.25,2120.50183
2024-06-16 07:00:00+07:00,66228.25,66269.74,66034.5,66264.0,1286.48898
2024-06-16 13:00:00+07:00,66264.0,66360.18,66178.77,66296.31,591.45961
2024-06-16 19:00:00+07:00,66492.83,66793.72,66480.0,66578.02,2579.87502
2024-06-17 01:00:00+07:00,66578.02,66998.7,66460.0,66676.87,2446.31199
2024-06-17 07:00:00+07:00,66676.86,66913.69,66213.71,66253.86,3108.81408
2024-06-17 13:00:00+07:00,66351.62,66398.0,65556.0,65817.2,5964.75552
2024-06-17 19:00:00+07:00,65817.2,66607.28,65130.0,66607.28,9355.11988
2024-06-18 01:00:00+07:00,66607.27,67298.81,66164.01,66504.33,7785.18351
2024-06-18 07:00:00+07:00,66504.33,66588.23,64569.0,65596.01,13191.57147
2024-06-18 13:00:00+07:00,65596.01,65800.0,65100.0,65366.0,5922.27838
2024-06-18 19:00:00+07:00,65366.0,65433.97,64261.12,64610.0,14940.74837
2024-06-19 01:00:00+07:00,64609.99,65305.0,64060.0,65175.32,8295.50422
2024-06-19 07:00:00+07:00,65175.32,65727.54,64810.62,65413.09,7052.56471
2024-06-19 13:00:00+07:00,65413.09,65656.24,65000.0,65210.0,5660.53611
2024-06-19 19:00:00+07:00,65210.0,65310.02,64756.28,65083.99,4905.82764
2024-06-20 01:00:00+07:00,65083.99,65158.79,64666.0,64974.37,2441.8673
2024-06-20 07:00:00+07:00,64974.37,65613.3,64818.72,65513.93,4041.65117
2024-06-20 13:00:00+07:00,65513.93,66482.94,65386.0,66169.85,5657.66184
2024-06-20 19:00:00+07:00,66169.86,66300.5,64559.15,64970.02,9663.11113
2024-06-21 01:00:00+07:00,64970.01,65217.21,64830.0,64869.99,4902.86617
2024-06-21 07:00:00+07:00,64869.99,65066.66,64318.0,64661.47,4507.36398
2024-06-21 13:00:00+07:00,64661.47,64739.09,63522.75,63770.0,7777.08751
2024-06-21 19:00:00+07:00,63770.01,64360.0,63379.35,63671.04,10018.23871
2024-06-22 01:00:00+07:00,63671.04,64460.14,63648.02,64143.56,3690.87422
2024-06-22 07:00:00+07:00,64143.56,64427.98,63943.82,64424.21,2456.19976
2024-06-22 13:00:00+07:00,64424.21,64546.81,64214.43,64265.26,2656.88862
2024-06-22 19:00:00+07:00,64265.27,64397.82,64246.52,64256.37,1285.51752
2024-06-23 01:00:00+07:00,64256.38,64330.0,64218.5,64262.01,910.34952
2024-06-23 07:00:00+07:00,64262.01,64521.0,64262.0,64380.0,1501.64541
2024-06-23 13:00:00+07:00,64380.01,64437.28,64252.85,64341.45,1193.41212
2024-06-23 19:00:00+07:00,64341.46,64429.1,64318.15,64354.78,263.57168
2024-06-24 01:00:00+07:00,64120.39,64187.62,63178.32,63210.01,3099.49679
2024-06-24 07:00:00+07:00,63210.01,63369.8,62258.01,62314.01,7268.37171
2024-06-24 13:00:00+07:00,62314.01,62426.0,62160.72,62260.57,1437.05036
2024-06-24 19:00:00+07:00,61291.95,61700.0,59859.0,60244.89,16609.82995
2024-06-25 01:00:00+07:00,60244.89,60487.0,58402.0,60293.3,13720.02725
2024-06-25 07:00:00+07:00,60293.3,60489.28,60257.06,60366.0,736.88318
2024-06-25 13:00:00+07:00,61024.01,61583.18,60624.63,61187.64,6924.51539
2024-06-25 19:00:00+07:00,61187.64,62134.0,60953.23,61381.44,11566.35259
2024-06-26 01:00:00+07:00,61381.44,62420.0,61135.37,61806.01,6047.7755
2024-06-26 07:00:00+07:00,61806.01,62487.81,61553.95,61562.01,5391.86389
2024-06-26 13:00:00+07:00,61562.01,61800.0,61149.64,61445.26,5132.47815
2024-06-26 19:00:00+07:00,61445.26,61980.0,60855.0,61242.0,7407.40848
2024-06-27 01:00:00+07:00,61242.0,61245.92,60712.0,60864.99,4553.91411
2024-06-27 07:00:00+07:00,60864.98,61300.0,60764.73,60805.5,3402.15471
2024-06-27 13:00:00+07:00,60805.5,61455.15,60606.63,61196.02,4331.64361
2024-06-27 19:00:00+07:00,61196.01,62389.22,61154.6,61842.11,7618.63855
2024-06-28 01:00:00+07:00,61842.11,61930.0,61338.56,61706.47,2991.84944
2024-06-28 07:00:00+07:00,61706.46,62225.31,61472.37,61604.01,5024.32983
2024-06-28 13:00:00+07:00,61604.0,61792.34,61212.11,61690.0,5003.16137
2024-06-28 19:00:00+07:00,61690.0,61875.0,60650.0,60826.63,10062.12037
2024-06-29 01:00:00+07:00,60826.63,60870.0,60063.0,60427.84,4731.58098
2024-06-29 07:00:00+07:00,60427.84,61009.29,60383.77,60762.02,3606.34548
2024-06-29 13:00:00+07:00,60762.02,61224.0,60742.08,61160.38,3311.52131
2024-06-29 19:00:00+07:00,61102.33,61182.7,60915.12,61040.77,2723.5052
2024-06-30 01:00:00+07:00,61040.77,61090.0,60839.51,60986.68,1727.56388
2024-06-30 07:00:00+07:00,60986.68,61078.01,60712.21,60789.26,2369.36235
2024-06-30 13:00:00+07:00,60789.26,61782.0,60771.33,61560.0,4934.1514
2024-06-30 19:00:00+07:00,61560.0,61864.01,61346.0,61707.99,3827.21559
2024-07-01 01:00:00+07:00,61707.99,63058.76,61674.25,62772.01,6195.57202
2024-07-01 07:00:00+07:00,62772.01,63818.33,62573.32,63432.94,7794.741
2024-07-01 13:00:00+07:00,63432.94,63464.74,63260.71,63280.47,1002.78694
2024-07-01 19:00:00+07:00,62662.09,63081.11,62497.2,62620.01,1945.02519
2024-07-02 01:00:00+07:00,63697.66,63861.76,62804.6,62899.99,4792.35999
2024-07-02 07:00:00+07:00,62900.0,62988.0,62787.42,62926.65,395.83107
